bert_match_type,llm_match_type,eth_match_type,bert_label_gold,bert_gold_start,bert_gold_end,bert_gold_text,bert_sentence
M,N,N,age,121.0,132.0,48 year old,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,C,sex,133.0,139.0,female,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,156.0,165.0,paralyzed,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,C,ae,174.0,205.0,could not move her arms or legs,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,207.0,219.0,quadriplegia,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,222.0,243.0,could not really talk,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,252.0,270.0,speech was slurred,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,272.0,282.0,dysarthria,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
C,N,N,ae,285.0,364.0,doctor was looking at a lump in the users arm which was described as neuropathy,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,C,ae,366.0,387.0,neuropathy peripheral,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,390.0,414.0,fuzzy feeling afterwards,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,N,N,ae,417.0,470.0,fuzzy feeling lasted two to four days after each dose,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
C,N,C,ae,473.0,506.0,described as pressure in her head,"This serious spontaneous report (USASP2019028788) was reported to Amgen on 19/February/2019 by a consumer and involves a 48 year old female patient who was paralyzed and she could not move her arms or legs [quadriplegia], could not really talk and her speech was slurred [dysarthria], doctor was looking at a lump in the users arm which was described as neuropathy [neuropathy peripheral], fuzzy feeling afterwards / fuzzy feeling lasted two to four days after each dose / described as pressure in her head"
M,C,N,temporal,75.0,86.0,21/FEB/2019,This serious spontaneous report (USASP2019030316) was reported to Amgen on 21/FEB/2019 by an other health professional via digital media and involves an adult female patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,M,N,sex,159.0,165.0,female,This serious spontaneous report (USASP2019030316) was reported to Amgen on 21/FEB/2019 by an other health professional via digital media and involves an adult female patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,C,N,ae,184.0,190.0,stroke,This serious spontaneous report (USASP2019030316) was reported to Amgen on 21/FEB/2019 by an other health professional via digital media and involves an adult female patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,C,N,temporal,75.0,86.0,27/FEB/2019,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,M,N,age,125.0,146.0,between 18 to 24 year,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,M,N,sex,148.0,152.0,male,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,C,C,ae,171.0,177.0,stroke,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,N,N,ae,179.0,203.0,cerebrovascular accident,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,M,M,sdrug,221.0,228.0,Aimovig,This serious spontaneous report (USASP2019032917) was reported to Amgen on 27/FEB/2019 by a physician and involves an adult (between 18 to 24 year) male patient who had a stroke [cerebrovascular accident] while receiving Aimovig.
M,C,N,temporal,75.0,86.0,28/FEB/2019,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
N,N,N,age,118.0,123.0,adult,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,M,N,age,125.0,135.0,in her 40s,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,M,C,sex,137.0,143.0,female,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,M,N,ae,162.0,168.0,stroke,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,N,temporal,169.0,195.0,right after administration,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,C,N,ae,218.0,242.0,cerebrovascular accident,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,C,M,sdrug,260.0,267.0,Aimovig,This serious spontaneous report (USASP2019033945) was reported to Amgen on 28/FEB/2019 by a physician and involves an adult (in her 40s) female patient who had a stroke right after administration/develop a stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,N,temporal,75.0,86.0,03/MAY/2019,This serious spontaneous report (USASP2019071810) was reported to Amgen on 03/MAY/2019 by a female nurse who herself was the patient who had terrible headache/ worst headache of her life/ diagnosed with two brain bleeds [PT: cerebral haemorrhage] while receiving Aimovig.
M,N,N,sex,92.0,98.0,female,This serious spontaneous report (USASP2019071810) was reported to Amgen on 03/MAY/2019 by a female nurse who herself was the patient who had terrible headache/ worst headache of her life/ diagnosed with two brain bleeds [PT: cerebral haemorrhage] while receiving Aimovig.
C,N,N,ae,188.0,219.0,diagnosed with two brain bleeds,This serious spontaneous report (USASP2019071810) was reported to Amgen on 03/MAY/2019 by a female nurse who herself was the patient who had terrible headache/ worst headache of her life/ diagnosed with two brain bleeds [PT: cerebral haemorrhage] while receiving Aimovig.
M,N,N,ae,225.0,245.0,cerebral haemorrhage,This serious spontaneous report (USASP2019071810) was reported to Amgen on 03/MAY/2019 by a female nurse who herself was the patient who had terrible headache/ worst headache of her life/ diagnosed with two brain bleeds [PT: cerebral haemorrhage] while receiving Aimovig.
M,N,M,sdrug,263.0,270.0,Aimovig,This serious spontaneous report (USASP2019071810) was reported to Amgen on 03/MAY/2019 by a female nurse who herself was the patient who had terrible headache/ worst headache of her life/ diagnosed with two brain bleeds [PT: cerebral haemorrhage] while receiving Aimovig.
M,N,N,temporal,75.0,86.0,15/OCT/2019,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,N,sex,92.0,98.0,female,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,N,age,124.0,135.0,42 year old,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,C,ae,159.0,165.0,stroke,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,N,ae,171.0,195.0,cerebrovascular accident,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,N,M,sdrug,213.0,220.0,Aimovig,This serious spontaneous report (USASP2019171996) was reported to Amgen on 15/OCT/2019 by a female physician and involves a 42 year old female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig with Single Dose Prefilled Autoinjector.
M,C,N,temporal,75.0,86.0,13/NOV/2019,This serious spontaneous report (USASP2019190540) was reported to Amgen on 13/NOV/2019 by a consumer from a digital media and involves a female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig.
M,M,C,sex,137.0,143.0,female,This serious spontaneous report (USASP2019190540) was reported to Amgen on 13/NOV/2019 by a consumer from a digital media and involves a female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig.
M,M,N,ae,160.0,166.0,stroke,This serious spontaneous report (USASP2019190540) was reported to Amgen on 13/NOV/2019 by a consumer from a digital media and involves a female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig.
M,C,N,ae,172.0,196.0,cerebrovascular accident,This serious spontaneous report (USASP2019190540) was reported to Amgen on 13/NOV/2019 by a consumer from a digital media and involves a female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig.
M,M,M,sdrug,214.0,221.0,Aimovig,This serious spontaneous report (USASP2019190540) was reported to Amgen on 13/NOV/2019 by a consumer from a digital media and involves a female patient who had stroke [PT: cerebrovascular accident] while receiving Aimovig.
M,C,N,temporal,75.0,86.0,18/NOV/2019,This serious spontaneous report (USASP2019193020) was reported to Amgen on 18/NOV/2019 by a consumer from social media program and involves a male patient who was paralyzed from the waist down [PT: paraplegia ] while receiving Aimovig.
M,M,N,sex,142.0,146.0,male,This serious spontaneous report (USASP2019193020) was reported to Amgen on 18/NOV/2019 by a consumer from social media program and involves a male patient who was paralyzed from the waist down [PT: paraplegia ] while receiving Aimovig.
M,N,C,ae,163.0,192.0,paralyzed from the waist down,This serious spontaneous report (USASP2019193020) was reported to Amgen on 18/NOV/2019 by a consumer from social media program and involves a male patient who was paralyzed from the waist down [PT: paraplegia ] while receiving Aimovig.
M,M,N,ae,198.0,208.0,paraplegia,This serious spontaneous report (USASP2019193020) was reported to Amgen on 18/NOV/2019 by a consumer from social media program and involves a male patient who was paralyzed from the waist down [PT: paraplegia ] while receiving Aimovig.
M,M,M,sdrug,227.0,234.0,Aimovig,This serious spontaneous report (USASP2019193020) was reported to Amgen on 18/NOV/2019 by a consumer from social media program and involves a male patient who was paralyzed from the waist down [PT: paraplegia ] while receiving Aimovig.
M,M,N,age,219.0,230.0,26 year old,"This solicited report was received from Researched Abuse, Diversion and Addiction-Related Surveillance (RADARS)-ULTRAM: Detect sentinel events involving the misuse, abuse of prescription drugs in the US, and concerns a 26 year old female, patient 1553265, from the United States."
M,M,N,sex,231.0,237.0,female,"This solicited report was received from Researched Abuse, Diversion and Addiction-Related Surveillance (RADARS)-ULTRAM: Detect sentinel events involving the misuse, abuse of prescription drugs in the US, and concerns a 26 year old female, patient 1553265, from the United States."
M,C,N,temporal,155.0,166.0,31 Jan 2018,This spontaneous case report from a Physician in France via Health authority (AM20180117) through Eudravigilance (081937) was received at DE-Merck KGaA on 31 Jan 2018.
M,M,N,age,259.0,276.0,25 to 30 year old,"This spontaneous case reported by a physician via another manufacturer with additional information from consumer and regulatory authority, who contacted the company to report an adverse event, with additional information from the initial reporter, concerns a 25 to 30 year old female patient of unknown origin."
M,M,N,sex,277.0,283.0,female,"This spontaneous case reported by a physician via another manufacturer with additional information from consumer and regulatory authority, who contacted the company to report an adverse event, with additional information from the initial reporter, concerns a 25 to 30 year old female patient of unknown origin."
M,M,N,age,111.0,122.0,38 year old,"This spontaneous case, reported by a consumer who contacted the company to report an adverse event, concerns a 38 year old female patient of unknown ethnicity."
M,M,N,sex,123.0,129.0,female,"This spontaneous case, reported by a consumer who contacted the company to report an adverse event, concerns a 38 year old female patient of unknown ethnicity."
M,M,N,age,197.0,208.0,68 year old,"This spontaneous case, reported by a consumer who contacted the company with a product complaint and reported adverse events with additional information provided by an endocrinologist, concerned a 68 year old female of unknown ethnicity."
M,M,N,sex,209.0,215.0,female,"This spontaneous case, reported by a consumer who contacted the company with a product complaint and reported adverse events with additional information provided by an endocrinologist, concerned a 68 year old female of unknown ethnicity."
M,M,N,age,120.0,131.0,54-year-old,"This spontaneous case, reported by a pharmacist via regulatory agency (case downloaded from EudraVigilance), concerns a 54-year-old male patient of unknown ethnicity."
M,M,N,sex,132.0,136.0,male,"This spontaneous case, reported by a pharmacist via regulatory agency (case downloaded from EudraVigilance), concerns a 54-year-old male patient of unknown ethnicity."
M,M,N,age,148.0,159.0,58 year old,"This spontaneous case, reported by a rheumatologist via a company representative, with additional information from the initial reporter, concerns a 58 year old female patient of unknown ethnicity."
M,M,N,sex,160.0,166.0,female,"This spontaneous case, reported by a rheumatologist via a company representative, with additional information from the initial reporter, concerns a 58 year old female patient of unknown ethnicity."
M,C,N,sex,164.0,170.0,female,"This spontaneous case, reported by a rheumatologist via a company sales representative, with additional information from the initial reporter, concerns a Caucasian female patient, born 13Dec1966."
C,C,N,temporal,185.0,194.0,13Dec1966,"This spontaneous case, reported by a rheumatologist via a company sales representative, with additional information from the initial reporter, concerns a Caucasian female patient, born 13Dec1966."
M,C,N,age,138.0,149.0,unknown age,"This spontaneous case, reported by an unspecified female healthcare professional, via company sales representative, concerns a patient of unknown age and ethnicity."
M,N,N,sex,35.0,41.0,female,"This spontaneous case, reported by female health care professional via a sales representative, who contacted the company to report adverse event, concerns an adult female patient of unknown age (reported as in her 60s) and ethnicity."
M,N,N,age,182.0,193.0,unknown age,"This spontaneous case, reported by female health care professional via a sales representative, who contacted the company to report adverse event, concerns an adult female patient of unknown age (reported as in her 60s) and ethnicity."
C,N,N,age,214.0,217.0,60s,"This spontaneous case, reported by female health care professional via a sales representative, who contacted the company to report adverse event, concerns an adult female patient of unknown age (reported as in her 60s) and ethnicity."
N,M,N,sex,35.0,39.0,male,"This spontaneous case, reported by male health care professional via a sales representative who contacted the company to report adverse event, concerns a 55 year old male patient of unknown ethnicity."
M,M,N,age,154.0,165.0,55 year old,"This spontaneous case, reported by male health care professional via a sales representative who contacted the company to report adverse event, concerns a 55 year old male patient of unknown ethnicity."
M,M,N,age,111.0,122.0,22 year old,This spontaneous literature report was received from a health professional via Grunenthal GmbH and concerned a 22 year old female from France: 2011-12917.
M,M,N,sex,123.0,129.0,female,This spontaneous literature report was received from a health professional via Grunenthal GmbH and concerned a 22 year old female from France: 2011-12917.
M,N,N,sex,31.0,37.0,female,This spontaneous report from a female physician concerns a 35-year-old female from United States: 1-440638551.
M,N,N,age,59.0,70.0,35-year-old,This spontaneous report from a female physician concerns a 35-year-old female from United States: 1-440638551.
M,C,N,temporal,117.0,128.0,09-OCT-2019,"This spontaneous report received by (Janssen business partner grunenthal 2019-18316) via health care professional on 09-OCT-2019, and was received by Janssen on 18-OCT-2019."
M,C,N,temporal,161.0,172.0,18-OCT-2019,"This spontaneous report received by (Janssen business partner grunenthal 2019-18316) via health care professional on 09-OCT-2019, and was received by Janssen on 18-OCT-2019."
M,M,N,age,61.0,78.0,55 or 56 year old,This spontaneous report received from a consumer concerned a 55 or 56 year old female patient.
M,M,N,sex,79.0,85.0,female,This spontaneous report received from a consumer concerned a 55 or 56 year old female patient.
M,C,N,temporal,36.0,47.0,11-Jun-2019,This spontaneous report received on 11-Jun-2019 by Aurobindo Pharma Ltd from Canada vigilance database with reference number 000693616 by physician.
M,M,N,sex,113.0,119.0,female,This spontaneous report was received from a consumer via regulatory authority via Grunenthal GmbH and concerns a female patient who was 96-year-old from France; local case identification: 2015-16697.
M,M,N,age,136.0,147.0,96-year-old,This spontaneous report was received from a consumer via regulatory authority via Grunenthal GmbH and concerns a female patient who was 96-year-old from France; local case identification: 2015-16697.
M,M,N,age,213.0,224.0,71-year-old,"This spontaneous report was received from a health professional, via another company (Bayer Schering Pharma AG - FR-BAYER-2017-092041), via a license partner (Grunenthal) via a regulatory authority and concerns a 71-year-old male patient from France."
M,M,N,sex,225.0,229.0,male,"This spontaneous report was received from a health professional, via another company (Bayer Schering Pharma AG - FR-BAYER-2017-092041), via a license partner (Grunenthal) via a regulatory authority and concerns a 71-year-old male patient from France."
M,M,N,age,236.0,247.0,82 year old,"This spontaneous report was received from a health professional, via another company (Sanofi Aventis - 2010SA077836), and via a regulatory authority (France Regulators Marketed Products - MA20102331), via Grunenthal GmbH and concerns a 82 year old male from France: 2010-16693."
M,M,N,sex,248.0,252.0,male,"This spontaneous report was received from a health professional, via another company (Sanofi Aventis - 2010SA077836), and via a regulatory authority (France Regulators Marketed Products - MA20102331), via Grunenthal GmbH and concerns a 82 year old male from France: 2010-16693."
M,M,N,sex,69.0,75.0,female,This spontaneous report was received from a physician and concerns a female patient (age not reported) from Canada: DSA_33593_2009.
N,M,N,sex,114.0,118.0,male,"This spontaneous report was received from a physician via regulatory authority via Grunenthal GMBH and concerns a male from Italy, who was 81-year-old."
M,M,N,age,139.0,150.0,81-year-old,"This spontaneous report was received from a physician via regulatory authority via Grunenthal GMBH and concerns a male from Italy, who was 81-year-old."
C,C,N,temporal,17.0,26.0,Mar 20 10,This was done in Mar 20 10 and unfortunately was unsuccessful.
M,N,N,temporal,18.0,37.0,a few minutes later,"This was followed a few minutes later by a brief period of asystole, with restoration of spontaneous circulation after 3 mg of epinephrine."
M,C,N,ae,43.0,67.0,brief period of asystole,"This was followed a few minutes later by a brief period of asystole, with restoration of spontaneous circulation after 3 mg of epinephrine."
C,N,N,ae,74.0,112.0,restoration of spontaneous circulation,"This was followed a few minutes later by a brief period of asystole, with restoration of spontaneous circulation after 3 mg of epinephrine."
N,C,N,treatment,119.0,138.0,3 mg of epinephrine,"This was followed a few minutes later by a brief period of asystole, with restoration of spontaneous circulation after 3 mg of epinephrine."
M,M,N,age,57.0,69.0,60 years old,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,C,N,sex,80.0,86.0,female,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,M,N,sdrug,222.0,233.0,azacitidine,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,N,N,medical history,300.0,324.0,myelodysplastic syndrome,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,N,N,medical history,326.0,367.0,acute myeloid leukemia with 20 30% blasts,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,N,N,medical history,372.0,395.0,multi lineage dysplasia,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,N,N,medical history,400.0,431.0,chronic myelomonocytic leukemia,"This was originally reported by a physician concerning a 60 years old Caucasian female subject enrolled in a study conducted by Pfizer entitled ""A randomized double blind phase 1b/2 study of pf 044499131n combination with azacitidine in patients with previously untreated intermediate 2 or high risk myelodysplastic syndrome, acute myeloid leukemia with 20 30% blasts and multi lineage dysplasia, or chronic myelomonocytic leukemia""."
M,M,N,ae,24.0,36.0,hypoglycemia,Three Canadian cases of hypoglycemia in patients using tramadol (two patients using Tridural and one patient using Ralivia).
C,C,N,drug,55.0,63.0,tramadol,Three Canadian cases of hypoglycemia in patients using tramadol (two patients using Tridural and one patient using Ralivia).
C,C,N,drug,84.0,92.0,Tridural,Three Canadian cases of hypoglycemia in patients using tramadol (two patients using Tridural and one patient using Ralivia).
N,C,N,drug,115.0,122.0,Ralivia,Three Canadian cases of hypoglycemia in patients using tramadol (two patients using Tridural and one patient using Ralivia).
M,N,N,temporal,0.0,17.0,Three days before,"Three days before hospitalisation, he experienced a fall."
M,M,N,status,18.0,33.0,hospitalisation,"Three days before hospitalisation, he experienced a fall."
N,M,N,medical history,52.0,56.0,fall,"Three days before hospitalisation, he experienced a fall."
C,C,N,lab,29.0,59.0,negative for blood paracetamol,"Toxicological assay returned negative for blood paracetamol, blood tramadol level 2.46 mg/l was considered as very toxic level."
M,M,N,lab,61.0,91.0,blood tramadol level 2.46 mg/l,"Toxicological assay returned negative for blood paracetamol, blood tramadol level 2.46 mg/l was considered as very toxic level."
M,C,N,sdrug,11.0,22.0,paracetamol,"Tramadol + paracetamol: 37.5+325 mg, 3 to 4 tablets per day, for diabetic polyneuropathy."
M,M,N,dose,24.0,35.0,37.5+325 mg,"Tramadol + paracetamol: 37.5+325 mg, 3 to 4 tablets per day, for diabetic polyneuropathy."
N,M,N,dose,37.0,59.0,3 to 4 tablets per day,"Tramadol + paracetamol: 37.5+325 mg, 3 to 4 tablets per day, for diabetic polyneuropathy."
M,M,N,ind,65.0,88.0,diabetic polyneuropathy,"Tramadol + paracetamol: 37.5+325 mg, 3 to 4 tablets per day, for diabetic polyneuropathy."
M,M,N,sdrug,0.0,22.0,Tramadol Hydrochloride,"Tramadol Hydrochloride (unspecified, oral): 150 mg twice a day was initiated (date unknown) due to musculoskeletal discomfort (scapulalgia)."
M,M,N,dose,44.0,62.0,150 mg twice a day,"Tramadol Hydrochloride (unspecified, oral): 150 mg twice a day was initiated (date unknown) due to musculoskeletal discomfort (scapulalgia)."
N,C,N,temporal,78.0,90.0,date unknown,"Tramadol Hydrochloride (unspecified, oral): 150 mg twice a day was initiated (date unknown) due to musculoskeletal discomfort (scapulalgia)."
C,M,N,medical history,99.0,139.0,musculoskeletal discomfort (scapulalgia),"Tramadol Hydrochloride (unspecified, oral): 150 mg twice a day was initiated (date unknown) due to musculoskeletal discomfort (scapulalgia)."
M,M,M,sdrug,205.0,213.0,tramadol,"Tramadol could also cause hypoglycemia, especially in diabetic subjects [2-5], but this adverse effect does not appear in the summary of product characteristics (SPC) of pharmaceutical products containing tramadol."
M,M,N,sdrug,0.0,8.0,Tramadol,Tramadol was added as additional suspect drug.
N,M,N,sdrug,0.0,8.0,Tramadol,Tramadol was discontinued on an unknown date.
M,N,N,status,13.0,25.0,discontinued,Tramadol was discontinued on an unknown date.
N,C,N,temporal,32.0,44.0,unknown date,Tramadol was discontinued on an unknown date.
M,N,N,status,13.0,25.0,discontinued,Tramadol was discontinued.
C,C,N,lab,17.0,47.0,1.73 mg/l (toxic zone> 1 mg/l),Tramadolemia was 1.73 mg/l (toxic zone> 1 mg/l); no dosage of COVERSYL.
